flat_type,location1,buildupArea_sqft,age_of_property,furnishing,bedrooms,bathrooms,balcony,parking,Flat_price
2,Andheri East,810,modern property,Unfurnished,2,2,0,1,15500
3,Chembur,1800,recent construction,Unfurnished,3,3,1,1,30000
3,Malad West,1250,recent construction,Semi Furnished,3,3,2,1,39500
2,Kandivali West,720,recent construction,Semi Furnished,2,2,0,0,14000
3,Byculla,1550,new construction,Unfurnished,3,3,0,1,65000
2,Nalasopara West,980,recent construction,Semi Furnished,2,2,3,1,5500
1,Kandivali East,595,modern property,Semi Furnished,1,2,0,0,11500
3,Jogeshwari East,1200,mid age property,Semi Furnished,3,2,1,1,27000
1,Wadala East,585,recent construction,Fully Furnished,1,2,0,1,14000
1,Mira Road East,550,modern property,Semi Furnished,1,2,0,1,5100
1,Nalasopara West,650,recent construction,Semi Furnished,1,1,2,1,3500
2,Mulund East,875,recent construction,Unfurnished,2,2,0,1,14500
1,Kandivali East,710,new construction,Semi Furnished,1,2,0,1,12500
1,Mira Road East,693,new construction,Unfurnished,1,2,2,1,6600
1,Mira Road East,630,recent construction,Semi Furnished,1,1,0,1,7200
2,Mulund West,990,recent construction,Semi Furnished,2,2,0,1,19500
2,Mira Road East,650,new construction,Fully Furnished,2,2,1,1,8500
2,Goregaon East,790,recent construction,Unfurnished,2,2,0,1,18000
2,Mira Road East,1079,new construction,Semi Furnished,2,2,4,0,9800
2,Chembur,1150,recent construction,Semi Furnished,2,2,0,1,19500
3,Bhayandar West,1500,recent construction,Semi Furnished,3,3,1,1,23500
1,Mira Road East,680,recent construction,Semi Furnished,1,2,1,1,6500
2,Parel,912,recent construction,Fully Furnished,2,2,0,1,29000
2,Mira Road East,915,recent construction,Semi Furnished,2,3,0,1,8200
2,Mira Road East,922,new construction,Semi Furnished,2,2,3,1,13000
3,Bhandup West,1486,recent construction,Unfurnished,3,2,1,1,23600
1,Mira Road East,690,recent construction,Unfurnished,1,2,2,0,6100
3,Bandra East,1000,recent construction,Fully Furnished,3,3,0,0,42500
2,Thane West,900,new construction,Semi Furnished,2,2,1,1,17000
1,Kandivali East,585,modern property,Semi Furnished,1,2,0,0,9800
1,Naigaon East,630,recent construction,Unfurnished,1,1,3,1,2900
3,Malad East,2200,recent construction,Semi Furnished,3,3,4,1,47500
1,Virar West,660,recent construction,Semi Furnished,1,2,1,1,3400
3,Lower Parel,1200,recent construction,Semi Furnished,3,3,0,1,58000
3,Kandivali East,1259,recent construction,Unfurnished,3,3,1,1,39000
2,Bandra East,890,recent construction,Semi Furnished,2,2,0,1,25000
2,Malad East,980,recent construction,Semi Furnished,2,2,1,1,24000
1,Bhandup West,634,modern property,Unfurnished,1,1,0,1,10000
1,Ghatkopar East,479,new construction,Semi Furnished,1,2,0,0,12000
1,Goregaon East,550,recent construction,Fully Furnished,1,2,0,1,13200
3,Goregaon West,1335,modern property,Semi Furnished,2,1,0,1,35000
2,Bandra East,1056,new construction,Unfurnished,2,2,1,1,29500
1,Kandivali East,600,new construction,Unfurnished,1,2,0,1,10500
2,Matunga East,730,recent construction,Semi Furnished,2,2,0,1,27500
2,Powai,1000,new construction,Semi Furnished,2,1,0,1,19000
1,Mira Road East,650,recent construction,Semi Furnished,1,2,1,1,7700
2,Vile Parle East,670,mid age property,Unfurnished,2,2,0,1,22500
1,Virar West,630,recent construction,Semi Furnished,1,2,1,1,3400
4,Bhandup West,1750,recent construction,Semi Furnished,4,4,4,1,37500
1,Mulund West,452,modern property,Semi Furnished,1,1,0,1,9800
3,Vile Parle East,1626,modern property,Unfurnished,3,4,0,1,70000
3,Byculla,1518,new construction,Semi Furnished,3,3,1,1,54900
1,Naigaon East,650,new construction,Semi Furnished,1,2,1,1,3900
2,Mira Road East,768,recent construction,Semi Furnished,2,2,3,0,12000
1,Mulund East,560,modern property,Semi Furnished,1,2,0,1,12000
2,Santacruz West,930,new construction,Semi Furnished,2,2,0,1,55000
2,Mulund East,650,new construction,Unfurnished,2,2,0,1,18500
1,Sion,500,recent construction,Unfurnished,1,1,1,1,15000
2,Kandivali East,916,new construction,Unfurnished,2,2,1,1,21900
2,Andheri West,600,mid age property,Semi Furnished,2,2,0,1,12600
2,Powai,1050,recent construction,Unfurnished,2,2,0,1,24000
2,Parel,866,recent construction,Unfurnished,2,1,3,1,38000
5,Wadala,3450,new construction,Semi Furnished,5,5,2,1,99900
2,Kandivali East,985,recent construction,Semi Furnished,2,2,0,1,19000
1,Virar East,560,recent construction,Semi Furnished,1,1,0,1,3500
2,Mira Road East,1040,recent construction,Semi Furnished,2,2,4,1,9200
2,Borivali East,1000,recent construction,Semi Furnished,2,2,0,0,19000
2,Malad West,750,modern property,Unfurnished,2,2,0,1,18800
2,Mira Road East,999,recent construction,Semi Furnished,2,2,3,1,9900
5,Chembur,3520,modern property,Fully Furnished,5,4,0,1,85000
3,Andheri West,1240,modern property,Fully Furnished,3,3,1,1,33000
2,Andheri West,1750,recent construction,Semi Furnished,2,2,0,1,45000
2,Andheri West,1200,new construction,Semi Furnished,2,2,1,1,40500
2,Dahisar West,950,modern property,Fully Furnished,2,2,1,1,13500
2,Chembur,900,new construction,Unfurnished,2,2,0,1,19000
3,Powai,2000,new construction,Unfurnished,3,2,1,1,54000
1,Kurla East,600,new construction,Semi Furnished,1,2,1,1,10300
2,Kandivali East,950,new construction,Unfurnished,2,2,2,1,23900
1,Goregaon East,540,recent construction,Semi Furnished,1,1,1,1,5300
1,Virar West,650,recent construction,Unfurnished,1,1,2,0,4200
2,Kandivali West,800,new construction,Unfurnished,2,2,0,1,17900
3,Powai,1750,modern property,Semi Furnished,3,2,4,1,44600
1,Nalasopara West,600,recent construction,Semi Furnished,1,2,2,1,2800
2,Chembur,700,new construction,Unfurnished,2,2,0,1,18500
3,Powai,1650,recent construction,Semi Furnished,3,3,1,1,34500
3,Borivali East,1259,mid age property,Semi Furnished,3,3,0,1,36000
3,Chembur,950,new construction,Unfurnished,3,2,0,1,28000
3,Sion,1517,recent construction,Semi Furnished,3,2,2,1,35500
3,Sion,1400,recent construction,Semi Furnished,3,1,0,1,75000
3,others,1796,modern property,Semi Furnished,3,3,0,1,100000
2,Andheri West,920,recent construction,Unfurnished,2,2,0,1,21600
2,Kurla West,890,modern property,Semi Furnished,2,1,3,1,21000
3,Sion,2208,recent construction,Semi Furnished,3,3,4,1,53500
1,Ghatkopar East,502,new construction,Fully Furnished,1,2,0,0,11500
2,Byculla,1277,recent construction,Semi Furnished,2,2,0,1,46000
3,Chembur,920,recent construction,Semi Furnished,3,2,0,1,27500
1,Virar West,630,recent construction,Semi Furnished,1,2,1,1,3000
2,Lower Parel,1450,recent construction,Semi Furnished,2,2,2,1,45000
4,Prabhadevi,1800,recent construction,Semi Furnished,4,4,0,1,75000
3,Wadala East,820,new construction,Unfurnished,3,3,0,0,24000
1,Mira Road East,550,modern property,Semi Furnished,1,2,3,1,6000
2,Chembur,870,recent construction,Unfurnished,2,1,0,1,25000
1,Kandivali West,846,new construction,Semi Furnished,1,2,0,0,11000
2,Mulund West,900,recent construction,Semi Furnished,2,2,0,1,18000
3,Borivali East,1231,new construction,Unfurnished,3,3,1,1,40000
1,Parel,510,recent construction,Semi Furnished,1,3,0,1,16000
1,Borivali West,560,recent construction,Semi Furnished,1,2,0,1,12500
2,Kanjurmarg West,968,new construction,Fully Furnished,2,2,0,1,21000
1,Madanpura,800,modern property,Semi Furnished,1,2,0,1,27000
1,Malad West,600,recent construction,Semi Furnished,1,2,1,0,8400
3,Ghatkopar West,913,new construction,Semi Furnished,3,3,0,1,27500
1,Borivali East,620,modern property,Fully Furnished,1,2,0,1,9800
1,Mira Road East,480,recent construction,Unfurnished,1,2,1,1,7300
4,Khar West,1900,new construction,Semi Furnished,4,4,0,1,122500
2,Borivali West,950,modern property,Unfurnished,2,2,0,1,17700
1,Virar West,650,recent construction,Semi Furnished,1,2,1,1,2900
3,Borivali West,930,recent construction,Semi Furnished,3,3,0,1,26000
2,Boisar,930,recent construction,Semi Furnished,2,1,2,1,3200
2,Chembur,1058,new construction,Semi Furnished,2,2,1,1,26000
1,Goregaon East,730,recent construction,Fully Furnished,1,1,2,1,6000
5,Santacruz East,1600,new construction,Semi Furnished,5,6,5,1,57800
2,Thane West,1050,recent construction,Unfurnished,2,2,1,1,9600
2,Ghatkopar East,784,new construction,Semi Furnished,2,2,0,0,19500
3,Powai,1800,modern property,Semi Furnished,3,3,1,1,40000
2,Kandivali West,780,recent construction,Unfurnished,2,2,0,1,19000
1,Virar West,670,recent construction,Semi Furnished,1,2,2,1,3100
3,Parel,1000,new construction,Semi Furnished,3,3,0,1,34000
1,Mulund West,644,new construction,Fully Furnished,1,1,0,1,11000
1,Chembur,800,recent construction,Semi Furnished,1,1,3,1,12500
1,Virar West,750,recent construction,Semi Furnished,1,1,1,1,3900
2,Borivali West,800,mid age property,Unfurnished,2,2,0,1,16000
5,Andheri West,2600,recent construction,Fully Furnished,4,3,0,1,56000
1,Naigaon East,600,new construction,Unfurnished,1,1,3,1,2800
2,Chembur,1000,recent construction,Unfurnished,2,2,0,1,20000
2,Santacruz East,1000,new construction,Unfurnished,2,2,0,1,24500
1,Ghatkopar West,750,recent construction,Unfurnished,1,1,0,0,8300
2,Dahisar West,540,modern property,Unfurnished,2,2,0,0,12500
1,Mira Road East,600,new construction,Fully Furnished,1,2,2,1,7300
1,Sion,650,mid age property,Semi Furnished,1,1,0,1,15000
3,Kandivali East,1350,modern property,Semi Furnished,3,3,1,1,30000
2,Borivali West,785,new construction,Unfurnished,2,2,0,1,17000
1,Nalasopara West,595,new construction,Unfurnished,1,1,1,1,3000
2,Mira Road East,780,recent construction,Semi Furnished,2,3,0,1,9500
1,Malad West,610,new construction,Unfurnished,1,2,1,1,9500
3,Santacruz West,1200,recent construction,Semi Furnished,3,3,0,1,65000
3,Powai,2000,new construction,Semi Furnished,3,2,2,1,56000
1,Mira Road East,550,recent construction,Semi Furnished,1,2,0,1,5100
4,Borivali East,2999,new construction,Fully Furnished,4,4,4,1,100000
2,Govandi,1200,recent construction,Unfurnished,2,2,0,1,26000
1,Nalasopara West,595,recent construction,Semi Furnished,1,1,3,1,2400
2,Virar West,950,recent construction,Semi Furnished,2,2,2,1,4500
2,Sakinaka,1320,modern property,Semi Furnished,2,2,0,0,18200
1,Mira Road East,650,recent construction,Semi Furnished,1,1,2,1,5400
1,Bhandup West,600,recent construction,Fully Furnished,1,1,0,1,9500
1,Kurla East,606,recent construction,Semi Furnished,1,2,0,1,8800
2,Chembur,1050,new construction,Unfurnished,2,2,0,0,15500
3,Santacruz West,1900,recent construction,Semi Furnished,3,3,0,1,92500
2,Mulund East,864,new construction,Unfurnished,2,2,1,1,18600
3,Bhandup West,1250,recent construction,Semi Furnished,3,3,1,1,19500
2,Kandivali West,800,recent construction,Unfurnished,2,2,0,1,24000
2,Andheri West,860,modern property,Semi Furnished,2,2,0,1,22500
3,Santacruz West,1140,recent construction,Semi Furnished,3,3,0,0,57500
1,Kandivali West,540,modern property,Semi Furnished,1,2,0,1,10000
1,Mira Road East,650,recent construction,Semi Furnished,1,2,3,1,6500
3,Mira Road East,845,recent construction,Semi Furnished,3,3,1,1,10500
4,Santacruz West,2760,modern property,Semi Furnished,4,4,0,1,95000
2,Goregaon East,780,recent construction,Unfurnished,2,2,0,1,6500
1,Chembur,450,new construction,Semi Furnished,1,2,0,1,12500
1,Virar West,680,recent construction,Semi Furnished,1,2,2,1,3800
2,Chembur,812,new construction,Unfurnished,2,2,0,1,13500
2,Mulund West,850,recent construction,Semi Furnished,2,2,0,1,20500
2,Chembur,1200,recent construction,Semi Furnished,2,2,0,0,20000
3,Bandra West,2500,recent construction,Fully Furnished,3,1,0,1,150000
3,Tardeo,1500,modern property,Fully Furnished,3,3,0,1,95000
2,Kandivali East,800,modern property,Fully Furnished,2,2,0,1,14000
2,Kandivali East,910,mid age property,Semi Furnished,2,2,0,1,14100
1,Andheri East,685,modern property,Fully Furnished,1,2,0,1,10000
2,Naigaon East,775,recent construction,Unfurnished,2,1,3,1,4700
4,Wadala,1600,modern property,Semi Furnished,4,4,0,1,45000
1,Kanjurmarg West,489,new construction,Semi Furnished,1,2,0,1,12000
2,Kandivali East,900,new construction,Semi Furnished,2,2,0,1,17000
2,Mira Road East,743,recent construction,Semi Furnished,2,2,1,1,13000
1,Nalasopara West,1116,modern property,Semi Furnished,1,1,1,1,4000
3,Virar West,1250,recent construction,Semi Furnished,3,3,3,1,9000
1,Mira Road East,700,recent construction,Unfurnished,1,2,3,0,7600
1,Powai,650,modern property,Semi Furnished,1,1,0,0,11500
2,Santacruz East,750,mid age property,Fully Furnished,2,2,1,1,22500
3,Bhandup West,1550,recent construction,Semi Furnished,3,3,3,1,24200
2,Andheri West,650,new construction,Unfurnished,2,2,0,1,21500
1,Mira Road East,650,modern property,Semi Furnished,1,2,2,1,6300
1,Vasai East,600,new construction,Semi Furnished,1,2,2,0,2700
1,Mira Road East,620,recent construction,Unfurnished,1,2,3,1,6500
2,Wadala East,955,modern property,Semi Furnished,2,2,0,1,18300
1,Borivali East,500,recent construction,Semi Furnished,1,2,0,1,11500
1,Kurla West,746,recent construction,Semi Furnished,1,2,1,1,10500
1,Matunga West,650,new construction,Semi Furnished,1,1,0,1,22000
2,Bhandup West,875,recent construction,Semi Furnished,2,2,0,1,18000
2,Andheri West,750,new construction,Unfurnished,2,2,0,1,23500
3,Wadala,1655,recent construction,Semi Furnished,3,2,1,1,81000
2,Bhayandar East,1100,recent construction,Semi Furnished,2,3,0,1,12000
1,Powai,650,recent construction,Semi Furnished,1,1,0,1,16100
2,Mulund West,796,new construction,Semi Furnished,2,2,1,1,20000
1,Goregaon East,637,new construction,Unfurnished,1,2,0,1,11500
3,Prabhadevi,1750,recent construction,Semi Furnished,3,3,0,1,87500
2,Sion,1050,recent construction,Semi Furnished,2,2,3,1,32000
1,Ghatkopar East,489,new construction,Fully Furnished,1,1,0,1,11000
1,Mira Road East,800,recent construction,Semi Furnished,1,1,0,1,8000
3,Andheri West,1295,modern property,Unfurnished,3,2,1,1,41500
2,Goregaon East,850,recent construction,Semi Furnished,2,2,0,1,16000
3,Kandivali East,1324,modern property,Semi Furnished,3,3,0,1,30000
4,Santacruz West,3060,recent construction,Semi Furnished,4,4,0,1,170000
3,Santacruz West,1080,recent construction,Semi Furnished,3,3,0,1,50000
3,Powai,1028,new construction,Unfurnished,3,3,0,1,31200
2,Andheri East,724,new construction,Unfurnished,2,2,0,1,16900
2,Andheri West,750,recent construction,Fully Furnished,2,2,0,1,24000
2,Chembur,1050,recent construction,Semi Furnished,2,2,0,1,16100
2,Goregaon West,1000,new construction,Unfurnished,2,2,0,1,16500
2,Mulund East,800,new construction,Unfurnished,2,2,0,1,17500
2,Andheri West,930,new construction,Unfurnished,2,2,0,1,21000
1,Borivali West,650,recent construction,Semi Furnished,1,2,0,1,11600
1,Malad East,530,new construction,Unfurnished,1,2,0,1,13400
1,Parel,450,recent construction,Unfurnished,1,2,0,1,13000
2,Kanjurmarg East,750,new construction,Semi Furnished,2,2,0,1,15200
3,Vile Parle West,2000,recent construction,Semi Furnished,3,3,0,0,85000
4,Mulund West,2500,recent construction,Fully Furnished,4,4,2,1,61500
4,Borivali East,1800,new construction,Unfurnished,4,1,0,1,67500
2,Chembur,1400,mid age property,Fully Furnished,2,1,0,1,25000
2,Andheri East,782,new construction,Unfurnished,2,2,0,1,17000
2,Kanjurmarg East,1150,new construction,Semi Furnished,2,2,0,1,21000
3,Borivali East,1350,new construction,Semi Furnished,3,3,0,1,45000
3,Andheri West,1295,modern property,Semi Furnished,3,2,1,1,43000
3,Malad East,1250,recent construction,Semi Furnished,3,3,1,1,28000
2,Wadala East,927,recent construction,Unfurnished,2,2,0,1,33000
2,Churchgate,1400,mid age property,Semi Furnished,2,2,0,1,92500
4,Bandra West,1800,modern property,Unfurnished,4,4,0,1,125000
1,Virar West,680,recent construction,Semi Furnished,1,2,1,1,4200
2,Mulund East,1200,recent construction,Semi Furnished,2,2,0,1,28000
2,Mulund East,950,new construction,Semi Furnished,2,2,0,1,20000
1,Virar West,778,new construction,Unfurnished,1,1,2,1,3200
2,Sion,955,recent construction,Unfurnished,2,2,2,1,31000
2,Chembur,1250,recent construction,Semi Furnished,2,2,0,1,22000
4,Powai,3000,recent construction,Semi Furnished,4,4,3,1,80000
3,Lower Parel,1600,new construction,Semi Furnished,3,3,0,1,100000
1,Mira Road East,710,recent construction,Semi Furnished,1,2,3,1,6200
1,Kurla West,700,recent construction,Semi Furnished,1,2,0,1,9500
3,Chembur,1600,recent construction,Unfurnished,3,3,0,1,33500
1,Vasai West,585,modern property,Unfurnished,1,1,0,1,4200
2,Borivali West,785,recent construction,Semi Furnished,2,2,0,1,15000
3,Kanjurmarg East,1322,recent construction,Semi Furnished,3,3,1,1,25100
1,Bhayandar East,480,modern property,Semi Furnished,1,1,0,1,6200
1,Malad West,530,recent construction,Unfurnished,1,2,1,0,11500
3,Sion,1350,modern property,Semi Furnished,3,2,0,1,30000
2,Mulund West,864,recent construction,Semi Furnished,2,2,0,1,19500
2,Bhandup West,1000,recent construction,Unfurnished,2,2,2,1,21000
3,Chembur,1459,recent construction,Unfurnished,3,3,1,1,29600
1,Goregaon East,500,recent construction,Fully Furnished,1,2,0,1,12800
2,Goregaon East,820,recent construction,Unfurnished,2,2,0,1,17400
1,Vikhroli East,653,new construction,Unfurnished,1,2,0,1,8200
1,Vikhroli East,396,new construction,Unfurnished,1,2,0,1,9000
2,Dahisar East,900,recent construction,Semi Furnished,2,2,0,1,19200
3,Santacruz West,1500,recent construction,Semi Furnished,3,3,0,1,75000
1,Madh,745,recent construction,Unfurnished,1,2,1,1,13500
3,Powai,1950,recent construction,Semi Furnished,3,3,1,1,55500
2,Borivali West,950,new construction,Unfurnished,2,2,0,1,20000
2,Borivali East,900,recent construction,Unfurnished,2,2,0,1,13500
2,Santacruz East,950,new construction,Unfurnished,2,2,0,1,24500
2,Virar West,645,recent construction,Semi Furnished,2,2,3,0,4100
3,Lower Parel,1600,recent construction,Fully Furnished,3,2,0,1,92500
1,Madanpura,750,modern property,Semi Furnished,1,2,0,1,26500
3,Bandra West,1350,recent construction,Semi Furnished,3,2,0,1,54500
1,Kandivali East,700,new construction,Unfurnished,1,2,0,1,10000
4,Prabhadevi,2700,modern property,Semi Furnished,4,4,0,1,110000
2,Kandivali East,1240,new construction,Unfurnished,2,2,0,1,22000
3,Powai,1490,recent construction,Unfurnished,3,3,1,1,42000
1,Naigaon East,850,recent construction,Unfurnished,1,2,1,1,2200
2,Dadar East,495,new construction,Semi Furnished,2,2,0,0,24000
2,Bhayandar East,980,recent construction,Semi Furnished,2,4,0,1,9400
2,Bandra West,1000,new construction,Semi Furnished,2,2,0,1,50000
1,Mira Road East,556,recent construction,Semi Furnished,1,2,2,1,7500
1,Andheri West,310,recent construction,Unfurnished,1,1,1,0,11000
1,Sion,670,recent construction,Semi Furnished,1,1,0,1,15000
3,Borivali East,1000,recent construction,Unfurnished,3,3,0,1,23000
2,Andheri West,670,recent construction,Unfurnished,2,2,0,0,16000
2,Chembur,750,recent construction,Unfurnished,2,2,0,1,13000
1,Borivali East,650,recent construction,Semi Furnished,1,2,0,1,11800
2,Goregaon East,780,recent construction,Fully Furnished,2,2,0,1,17500
1,Mira Road East,650,recent construction,Unfurnished,1,2,2,1,6500
1,Naigaon East,610,new construction,Unfurnished,1,1,2,1,3400
2,Kanjurmarg West,753,recent construction,Semi Furnished,2,2,0,1,12200
1,Kandivali East,625,recent construction,Semi Furnished,1,2,0,1,10000
3,Kandivali East,1090,modern property,Fully Furnished,3,3,0,1,23000
1,Dahisar West,600,modern property,Unfurnished,1,2,0,1,10500
2,Mulund East,1020,new construction,Semi Furnished,2,1,0,1,27500
1,Mira Road East,600,recent construction,Semi Furnished,1,2,3,1,5800
4,Bhandup West,1675,recent construction,Semi Furnished,4,3,5,1,36500
4,Powai,2835,recent construction,Semi Furnished,4,4,1,1,105000
2,Naigaon East,850,new construction,Unfurnished,2,2,3,1,5300
4,Powai,3000,recent construction,Semi Furnished,4,4,5,1,80000
2,Powai,950,recent construction,Semi Furnished,2,1,0,1,26500
4,Mulund West,1625,modern property,Unfurnished,4,4,2,1,35800
3,Andheri East,820,new construction,Unfurnished,3,2,0,1,22000
1,Mulund East,600,new construction,Unfurnished,1,2,0,1,10500
2,Kandivali East,1150,recent construction,Fully Furnished,2,2,2,1,31500
2,Prabhadevi,750,mid age property,Fully Furnished,2,2,0,1,24500
3,Andheri West,1200,new construction,Unfurnished,3,1,0,1,42500
1,Byculla,550,recent construction,Semi Furnished,1,2,0,1,16000
2,Borivali West,850,mid age property,Semi Furnished,2,2,0,1,18500
1,Mira Road East,790,modern property,Semi Furnished,1,1,2,1,5100
4,Mulund West,2186,recent construction,Unfurnished,4,3,2,1,60000
1,Borivali West,650,new construction,Semi Furnished,1,2,0,1,12500
2,Mulund East,700,new construction,Unfurnished,2,2,0,1,14000
2,Malad West,760,recent construction,Semi Furnished,2,2,1,1,14200
2,Thane West,1050,recent construction,Semi Furnished,2,1,1,1,9200
1,Virar West,650,recent construction,Semi Furnished,1,1,0,1,3000
3,Matunga East,1400,new construction,Unfurnished,3,1,0,1,57000
1,Naigaon East,500,recent construction,Unfurnished,1,2,2,1,2500
1,Naigaon East,610,new construction,Unfurnished,1,1,2,1,3500
1,Virar West,600,new construction,Semi Furnished,1,2,2,1,3500
2,Goregaon West,1100,recent construction,Unfurnished,2,2,3,1,22400
3,Parel,1600,new construction,Semi Furnished,3,3,0,1,37000
1,Nalasopara West,560,recent construction,Semi Furnished,1,1,3,1,2500
3,Chembur,1459,recent construction,Unfurnished,3,3,1,1,29800
3,Kanjurmarg East,1000,new construction,Semi Furnished,3,2,0,1,24000
3,Powai,1650,recent construction,Semi Furnished,3,3,0,1,45000
2,Virar West,935,recent construction,Semi Furnished,2,1,3,1,4200
1,Andheri East,560,recent construction,Semi Furnished,1,2,0,1,15000
2,Govandi,1200,new construction,Semi Furnished,2,2,1,1,27000
2,Wadala,800,recent construction,Semi Furnished,2,2,0,1,26100
3,Borivali West,1280,mid age property,Unfurnished,3,3,0,1,24500
2,Chembur,820,recent construction,Unfurnished,2,1,0,1,25800
3,Andheri West,1000,modern property,Unfurnished,3,2,0,1,17500
5,Bandra West,2800,recent construction,Unfurnished,5,5,0,1,100000
2,Andheri West,665,new construction,Unfurnished,2,2,0,1,24000
1,Nalasopara West,580,recent construction,Semi Furnished,1,1,1,1,2600
2,Kanjurmarg West,1000,recent construction,Unfurnished,2,2,0,1,17500
2,Chembur,1050,new construction,Semi Furnished,2,2,2,1,26500
2,Borivali West,1053,recent construction,Unfurnished,2,2,0,1,25000
1,Naigaon East,500,recent construction,Unfurnished,1,2,1,1,2200
3,Andheri West,1650,new construction,Fully Furnished,3,3,1,1,54000
3,Mulund West,932,recent construction,Semi Furnished,3,3,0,1,27500
2,Kandivali East,1010,recent construction,Unfurnished,2,2,0,1,18000
2,Mira Road East,975,recent construction,Semi Furnished,2,3,4,1,8300
3,Lower Parel,1650,recent construction,Semi Furnished,3,3,2,1,56000
2,Dadar East,900,modern property,Semi Furnished,2,2,0,1,30000
2,Bhayandar East,840,modern property,Semi Furnished,2,2,4,1,8400
2,Mira Road East,980,recent construction,Fully Furnished,2,2,4,1,13300
2,Sion,1200,recent construction,Semi Furnished,2,2,3,1,32500
4,Santacruz West,2000,recent construction,Semi Furnished,4,1,0,1,115000
3,Virar West,1335,recent construction,Semi Furnished,3,2,3,1,7000
2,Wadala East,640,new construction,Unfurnished,2,2,0,1,15500
3,Chembur,1050,new construction,Fully Furnished,3,2,0,1,35000
2,Goregaon West,1100,recent construction,Unfurnished,2,3,0,1,15500
2,Mira Road East,1010,recent construction,Fully Furnished,2,2,1,1,12000
2,Mira Road East,850,new construction,Semi Furnished,2,2,2,1,10400
2,Chembur,1052,recent construction,Unfurnished,2,2,0,1,15400
4,Bandra West,2060,new construction,Semi Furnished,4,3,3,1,92500
3,Kanjurmarg East,1209,new construction,Semi Furnished,3,3,1,1,34500
2,Andheri West,650,new construction,Unfurnished,2,2,0,1,16000
2,Kanjurmarg East,1050,new construction,Semi Furnished,2,2,0,1,22000
1,Mira Road East,650,recent construction,Semi Furnished,1,2,2,1,6000
4,Powai,2511,recent construction,Unfurnished,4,5,3,1,81000
3,others,1052,new construction,Semi Furnished,3,2,3,1,22500
3,Mira Road East,1500,recent construction,Semi Furnished,3,3,4,1,18000
3,Wadala East,1250,modern property,Semi Furnished,3,3,0,1,26000
2,Borivali West,960,modern property,Semi Furnished,2,2,0,1,28000
1,Mira Road East,675,recent construction,Semi Furnished,1,2,2,1,6000
1,Nalasopara West,585,recent construction,Unfurnished,1,1,1,1,2700
3,Borivali East,1500,new construction,Semi Furnished,3,3,0,1,47000
3,Borivali East,1800,new construction,Unfurnished,3,3,1,1,44500
3,Vile Parle East,1300,recent construction,Fully Furnished,3,3,0,1,47500
3,Chembur,1455,new construction,Unfurnished,3,3,0,1,38000
2,Mulund West,1100,modern property,Unfurnished,2,2,1,1,17000
1,Mulund West,600,new construction,Semi Furnished,1,2,0,1,11100
1,Santacruz East,460,recent construction,Fully Furnished,1,1,0,1,12000
4,Bandra West,2500,recent construction,Semi Furnished,4,1,0,1,105000
1,Bhandup West,465,recent construction,Unfurnished,1,2,0,1,10800
1,Kandivali East,585,modern property,Unfurnished,1,2,0,0,10000
2,Naigaon East,640,new construction,Unfurnished,2,2,3,1,4800
1,Virar West,530,recent construction,Semi Furnished,1,2,1,1,3700
1,Mira Road East,740,recent construction,Semi Furnished,1,2,3,1,7900
3,Mulund East,1450,modern property,Unfurnished,3,3,0,0,19500
2,Dadar West,850,recent construction,Fully Furnished,2,2,0,1,42000
4,Kandivali East,2600,modern property,Fully Furnished,4,4,5,1,62500
2,Mira Road East,1000,modern property,Unfurnished,2,4,0,1,9500
2,Mulund West,735,mid age property,Fully Furnished,2,2,0,1,15500
4,Powai,2511,recent construction,Unfurnished,4,5,3,1,85000
3,Malad West,1300,new construction,Unfurnished,3,3,0,1,21500
1,Borivali East,610,modern property,Fully Furnished,1,2,1,0,9500
1,Borivali West,515,mid age property,Fully Furnished,1,2,0,0,11700
3,Mulund West,912,recent construction,Semi Furnished,3,3,0,1,27000
1,Naigaon East,500,recent construction,Unfurnished,1,2,1,1,2100
1,Naigaon East,600,new construction,Semi Furnished,1,2,2,1,3000
1,Kandivali East,580,new construction,Semi Furnished,1,2,0,1,10500
1,Sion,580,modern property,Semi Furnished,1,1,0,1,14700
3,Parel,1845,recent construction,Semi Furnished,3,3,1,1,100000
3,Goregaon West,1350,recent construction,Unfurnished,3,3,4,1,35400
3,Byculla,1100,recent construction,Semi Furnished,3,3,1,1,40000
4,Borivali West,1650,new construction,Semi Furnished,4,4,0,1,32000
3,Bandra East,1800,recent construction,Semi Furnished,3,3,3,1,67500
1,Mahalakshmi,400,modern property,Semi Furnished,1,1,0,0,14500
2,Malad East,1290,new construction,Unfurnished,2,2,0,1,28500
2,Naigaon East,850,recent construction,Semi Furnished,1,3,0,1,5000
2,Lower Parel,1500,recent construction,Semi Furnished,2,2,1,1,45000
3,Borivali West,1300,modern property,Semi Furnished,3,3,0,1,26500
2,Malad East,812,recent construction,Unfurnished,2,2,0,1,18500
1,Virar West,510,recent construction,Semi Furnished,1,2,1,1,3200
3,Kandivali East,1350,modern property,Semi Furnished,3,3,0,1,26500
2,Mulund West,928,modern property,Semi Furnished,2,2,0,1,15000
4,Lower Parel,3000,recent construction,Semi Furnished,4,5,4,1,115000
1,Naigaon East,610,new construction,Unfurnished,1,1,2,1,3200
1,Naigaon East,610,recent construction,Unfurnished,1,1,2,1,3500
2,Chembur,960,recent construction,Semi Furnished,2,2,0,1,22500
